,annotation_id,id,text,class,label
1325,56619840,1882361074856690146,"Die polnische Ratspräsidentschaft will die Energiesanktionen verschärfen, die Staatshaushalte für den Rüstungsfilz plündern und schweigt dazu weshalb sie Nord Stream Terroristen unbehelligt ausreisen ließ trotz europäischen Haftbefehl!",Propaganda,1
1907,56621375,1891140185280180729,Am 23.2. Grün wählen!,Non-Propaganda,0
950,56627080,1880595522303430879,"Millionen Menschen arbeiten hart, aber am Ende landet das Geld nur bei den Reichen.",Propaganda,1
1525,56620547,1891600469555818511,Zuwanderung sichert unseren Wohlstand und hält Deutschland am Laufen – jetzt und in Zukunft.,Propaganda,1
47,56619224,1880186851752825179,Deswegen wollen wir zurück zu einer gerechten Verteilung zwischen Arbeitgebern und Arbeitnehmern.,Propaganda,1
194,56117769,1877348325046841432,Eigentlich selbstverständlich!,Non-Propaganda,0
714,56065367,1889235970194600279,"Weil sie für Rassismus stehen, für Frauenfeindlichkeit und für ein „Raus aus Europa“.",Propaganda,1
977,56299088,1876177240289099927,Verfolgt den Livestream auf oder AllesLässtSichÄndern,Non-Propaganda,0
1492,56122933,1888698413602275362,Der Investitionsstau in DE liegt im Milliardenbereich & Merz stellt sich weiter gegen eine Reform der Schuldenbremse.,Non-Propaganda,0
898,56620076,1885356351624249666,Wieder eine Mehrheit mit Hilfe der Rechtsextremen!,Propaganda,1
1816,56617265,1891212673985003551,"Habeck: Die Bürger sollen ""aufhören rumzuheulen"".",Non-Propaganda,0
1330,56069082,1886799052752228857,"Als SPD werden wir in den ersten 100 Tagen einer neuen Regierung das Rentenniveau gesetzlich bei 48 Prozent festsetzen, damit sich alle, die ihr Leben lang hart gearbeitet haben, darauf verlassen können.",Propaganda,1
1475,56617713,1892543779472572884,"Prof. Jeffrey Sachs (UN Sonderberater, Columbia University) über sein Telefonat mit dem ehemaligen Nationalen Sicherheitsberater Jake Sullivan vor Ausbruch des Krieges!",Non-Propaganda,0
991,56618458,1891747856903446794,"Spannendes Interview mit dem ehemaligen UN-Diplomaten und BSW-Europaabgeordneten von der Schulenburg über das diplomatische Versagen der EU, für das die Ukraine und Europa teuer bezahlen:",Non-Propaganda,0
862,56297177,1892830363371659618,"Dieses unerforschte Netz voller seltsamer Websites, die mit Basic-HTML-Codes gebaut wurden?",Non-Propaganda,0
1123,56071449,1884329611061784729,Es sollte keine Milliardäre geben.,Propaganda,1
510,56621321,1889236690708963489,"Wir kommen da durch, wenn die Mitte stark bleibt.",Propaganda,1
908,56067916,1884620096582336629,"– unser Parteivorsitzender larsklingbeil fordert Merz auf, diesen Irrweg zu beenden.",Propaganda,1
1971,56126154,1878138085067665874,Jetzt online.,Non-Propaganda,0
87,56124302,1887529131820097597,Hört euch lieber unser Wahlprogramm an.,Non-Propaganda,0
578,56065385,1878464087689982194,"Vielen Dank an alle, die unseren Parteitag in Riesa zu einem perfekten Wahlkampfstart gemacht haben.",Non-Propaganda,0
840,56297192,1887619509365707229,Wir brauchen Sicherheit für alle.,Propaganda,1
975,56618910,1880320682082623540,"Wir halten euch auch hier auf dem Laufenden, also checkt gerne unsere Beiträge aus!",Non-Propaganda,0
1055,56067124,1876243935431139780,"Der erste Schritt für den Aufschwung ist die Abschaffung des Solidaritätszuschlags, damit die Wirtschaft Luft zum Atmen gewinnt“, so c_lindner bei 3K25. AllesLässtSichÄndern",Propaganda,1
861,56616524,1885699438641094768,"Dass wir gerade jetzt, gerade auch an diejenigen Menschen im Land, die sich Sorgen machen nach dieser Woche, ein Zeichen senden: Wir stehen zusammen.",Propaganda,1
548,56304125,1883863197549285608,Gleich startet die Pressekonferenz mit fbanaszak Hier geht's zum Livestream:,Non-Propaganda,0
749,56621624,1891625571169255527,Über den Deutschlandfonds werden wir Wohnungsbaugesellschaften und -genossenschaften mit dem nötigen Eigenkapital versorgen und damit den Wohnungsbau ankurbeln.,Propaganda,1
717,56066929,1885333619826106663,"Es wäre gut, wenn Sie sich von diesem Pult dafür entschuldigen würden, was am Mittwoch in diesem Haus passiert ist!",Non-Propaganda,0
1027,56619262,1889030936592875744,Unterstütze Jan in den sozialen Medien!,Non-Propaganda,0
1581,56618453,1884912667296440482,"Sie sprachen davon, dass Deutschland auch strukturelle Probleme hat – aber wo bleibt Ihre Initiative, das abzuschaffen, was die Wirtschaft Milliarden kostet und Investitionen verhindert?",Propaganda,1
660,56124283,1886449348596146311,"Wir werden mit der AfD nicht zusammenarbeiten, vorher nicht, nachher nicht, niemals.",Propaganda,1
1767,56118505,1889362671038001512,Schützen wir unsere Demokratie!,Propaganda,1
120,56296551,1892966955298046007,Wir haben den besseren Plan für unser Land.,Propaganda,1
678,56299659,1887171167225549025,Aber jedwede Über- oder Angriffe sowie Sachbeschädigungen sind nicht zu rechtfertigen und das verurteile ich klar.,Non-Propaganda,0
849,56619683,1885989329329136037,"Jetzt muss er auf 15 Euro steigen, denn Leistung muss sich für alle lohnen.",Propaganda,1
1880,56125767,1892337188064342354,Bei „Farbe bekennen“ ging es um Verantwortung und Mut:,Propaganda,1
1708,56065961,1888556273672540413,Wir haben gesagt: neue Politik oder neue Wahlen“ TL,Propaganda,1
948,56123094,1882080816580395297,Ein Ausschnitt aus meiner parlamentarischen Anfrage 2019,Non-Propaganda,0
215,56298690,1891232704672268592,"Diejenigen, die mit 17 Jahren ins Berufsleben eingestiegen sind, die sollen auch nach 45 Beitragsjahren in Rente gehen können.",Propaganda,1
1815,56126583,1887878988259070244,Das Bürgergeld ist auf deutsche Staatsbürger und legal anwesende EU-Bürger zu beschränken.,Non-Propaganda,0
1678,56619960,1884348865375052279,"jan_vanaken spricht bei wiegehtsdeutschland darüber, dass auch die 21 Millionen Menschen mit Migrationsgeschichte in unserem Land ein Anrecht darauf haben, ohne Angst zu leben!",Propaganda,1
1347,56616476,1888593589057315011,Friedrich Merz will Kanzler werden.,Non-Propaganda,0
1728,56617103,1885320770861056486,"Wir wären damit einverstanden gewesen, Ihren Gesetzentwurf zurückzuüberweisen"", sagt Rolf Mützenich im Bundestag.",Non-Propaganda,0
1162,56615717,1892259597890584777,Das ist eine Verkehrung der Wirklichkeit ohnegleichen und brandgefährlich.,Propaganda,1
386,56616753,1873395231405793608,Die Folge findet ihr auf unserem Youtube-Account unter,Non-Propaganda,0
159,56616929,1892562409337786676,Für dich und mit dir.,Propaganda,1
1805,56124647,1872598362135904531,BILDUNG: Gender-Ideologie und Multikulti-Wahn zerstören unsere Schulen.,Propaganda,1
373,56615743,1888539119585779765,"Wer glaubt wirklich, dass sich dies nach der Bundestagswahl ändern wird?",Non-Propaganda,0
195,56617006,1893311691238015267,"Wer seine Koalition nicht zusammenhalten kann, kann auch dieses Land nicht zusammenhalten.",Propaganda,1
1716,56616838,1879166527586357659,"In den letzten 15 Monaten gab es drei Vorfälle mit beschädigter Unterwasserinfrastruktur in der Ostsee, vermutlich kein Zufall.",Non-Propaganda,0
1558,56618237,1885856037510525205,Der Abstieg der Welt von einer Zeitung zum Anzeigenblatt für Rechtskonservatismus ist faszinierend!,Propaganda,1
1712,56066140,1876980467909464156,Solarenergie ist die günstigste Energiequelle!,Non-Propaganda,0
770,56069110,1880730762208501926,"Und dann sind sie schockiert, wie flexibel die Wirtschaftsmächtigen sind wenn sich der Wind dreht.",Non-Propaganda,0
349,56069398,1887533290329940232,"Wir müssen alles tun, damit dieses Land in den nächsten Jahren und Jahrzehnten ein Industrieland bleibt.",Propaganda,1
111,56118268,1879516669577752582,Defizite durch Schulden wegzaubern geht nicht.,Propaganda,1
1749,56125841,1888170666714599631,.Markus_Soeder: Dieses Bürgergeld kann nicht die Zukunft sein.,Propaganda,1
1460,56618522,1891124195280420975,"Heute Abend live auf RTL: ""TV-Debatte ums Kanzleramt"" oder auch: ""Aufbruch versus Rückschritt"".",Propaganda,1
646,56067877,1880559701756104971,Bundesgeschäftsführer EhlingJanis eröffnet den Parteitag LinkeBPT mit einem klaren Signal:,Non-Propaganda,0
1864,56124546,1878044389093548398,"CDU und CSU wollen sogar denen die Steuern senken, die ihre zusätzlichen Gewinne irgendwo ins Ausland schaffen, nach China, in die USA oder nach Singapur.",Propaganda,1
228,56125256,1884606430646259865,Diese Menschen haben gerade Angst unter Generalverdacht zu geraten.,Propaganda,1
1374,56595115,1875884395141501351,"Unser Vorschlag, um das Wachstum in Deutschland anzukurbeln ist der „Made in Germany“-Bonus, eine Steuerprämie auf Ausrüstungsinvestitionen.",Propaganda,1
1212,56121841,1891204684347576375,Und deshalb gehört er abgewählt.,Non-Propaganda,0
1089,56125671,1891737758319739271,Rüstung statt zivile Investitionen?,Propaganda,1
1430,56118204,1893018803233050640,So geht das nicht!,Non-Propaganda,0
1157,56121826,1886444569757127048,"Die Bürgerinnen und Bürger werden das Vertrauen in die Institutionen unseres Staates nur zurückgewinnen, wenn unser Staat sein Schutzversprechen im umfassenden Sinne wieder einlöst.",Propaganda,1
308,56616998,1890150311580623175,Das geht nur mit einem fairen Mindestlohn.,Non-Propaganda,0
420,56066066,1889213036541464626,Ich bin überhaupt kein Freund davon politische Auseinandersetzungen kurz vor Wahlen über anonyme Anzeigen oder Plagiatsvorwürfe zu führen.,Non-Propaganda,0
886,56619862,1891208825807462548,Die AfD lebt von Spaltung und Hetze.,Propaganda,1
462,56616557,1876226369199211010,In 2 von 3 Fällen lag die Miete über 20% höher als die ortsübliche Vergleichsmiete.,Non-Propaganda,0
62,56617610,1889332158638006353,Suchen Sie sich einen Job.,Non-Propaganda,0
1868,56066985,1888691829790388234,Und Deutschland braucht endlich wieder einen starken Kanzler: _FriedrichMerz ist der richtige,Propaganda,1
651,56621500,1886130737771946246,Wir halten dagegen.,Non-Propaganda,0
1159,56067340,1877695823833665568,Nur so können sich dort alle sicher bewegen & am Diskussionsraum teilhaben.,Non-Propaganda,0
1663,56626946,1884576522847314051,"Direkt hinter mir saß ein heute ein polnisch-klerikaler Abgeordneter, der die Schweigeminute für die Opfer des Holocaust im Europäischen Parlament störte.",Non-Propaganda,0
904,56065903,1884597202955202717,.OlafScholz: „Seit Gründung der Bundesrepublik vor über 75 Jahren gab es immer einen klaren Konsens allen Demokrat:innen:,Non-Propaganda,0
1752,56621464,1884692842666213864,Das markiert eine Zäsur für Deutschland.,Non-Propaganda,0
13,56615675,1891615024721932696,"Das Umfallen Deutschlands ist ein Angriff auf die Klimaziele“, sagt Wirtschaftsminister Robert Habeck.",Propaganda,1
34,56071852,1881302751772369386,Was wusste Wahlkampfmanager Audretsch?,Non-Propaganda,0
72,56065420,1887897804938395703,"Oberst a.D Wolfgang Richter, der ehemalige tschechische Botschafter in Frankreich und ein Vertreter eines regierungsnahen Think Tanks der Ukraine diskutierten auf Einladung von Michael von der Schulenburg (BSW),",Non-Propaganda,0
1457,56303478,1879945001188331865,Wir müssen Made in Germany stark machen.,Propaganda,1
426,56126215,1889999888420929852,"Der Fahrer, der in München ein Auto in eine Verdi-Demo steuerte, ist nach Medienberichten ein Afghane (26).",Non-Propaganda,0
511,56298621,1888700622494384262,Und nicht nur die oberen 1 %.,Non-Propaganda,0
328,56069713,1889777924007666120,Anpacken statt Zuschauen.,Propaganda,1
372,56621636,1891612958641283321,Olaf Scholz streut den Menschen Sand in die Augen.,Propaganda,1
697,56118948,1888930401793544666,Seien Sie live dabei: Heute um 14.30 nehme ich für die BSW-Gruppe im Bundestag Stellung zu aktuellen Debatten und wichtigen Themen.,Non-Propaganda,0
753,56618733,1889259189534421036,"Vom Oppositionsführer war in der Generaldebatte kein Wort zur Situation der Pflegekräfte, der Rentner, der Industriearbeiter oder Familien zu hören.",Propaganda,1
1198,56122111,1882709926315012242,Völlig absurd: Jahrelang stemmen sich die Grünen gegen Abschiebungen nach Afghanistan und verhindern diese.,Propaganda,1
926,56119315,1881978596765691984,Dann muss er nicht immer den ganzen Tag nur Scheine zählen.,Propaganda,1
329,56118571,1888256607244656718,"So reizen wir Investitionen effektiv, schnell und unbürokratisch am Standort Deutschland an.",Propaganda,1
57,56118749,1885250556895039985,"Friedrich Merz sei nicht nur kompromisslos, sondern auch skrupellos.",Propaganda,1
1995,56616367,1891213375972999250,Es gibt nur einen wahren Bierdeckel.,Non-Propaganda,0
1192,56071441,1888543378658181262,Die SPD und ich als Bundeskanzler stehen für eine Politik aus der Mitte für die Mitte.,Propaganda,1
594,56620904,1888700467556782121,"Sie wollen nicht weniger, sondern mehr Migration.",Propaganda,1
1856,56297659,1889246184562364607,"Der entscheidende Schlüssel für neues Wirtschaftswachstum sind Investitionen in Wirtschaft, Bildung und Infrastruktur.",Propaganda,1
330,56068722,1873080545636499482,Klimaschutz ist also unerlässlich und voller Chancen.,Propaganda,1
1281,56123103,1892153809100521960,Wir schauen nicht weg.,Propaganda,1
1335,56122672,1881628882182533388,"Es sind genau diese Menschen, die von unseren Vorschlägen am meisten profitieren.",Propaganda,1
1194,56297235,1890463606355161386,Eigentlich sollte der Systemwechsel zur nachgelagerten Besteuerung der Renten in der Rentenphase die Rentnerinnen und Rentner entlasten (weil man idR länger arbeitet als man Rente bezieht).,Non-Propaganda,0
1726,56121879,1883457265589445048,Prognose: Am Ende würde der Gaza-Streifen von Netanjahu vollständig einverleibt und wir hätten jene ethnische Säuberung - die seine Minister immer wieder in klarer Sprache verlangt hatten!,Propaganda,1
164,56123840,1888676734309962118,Wir hätten die AKWs damals nicht abschalten müssen.,Non-Propaganda,0
1799,56616061,1881300990269251704,Ostseekabel - gezielte Attacken Russlands.,Propaganda,1
1516,56067384,1889266865215549786,"Wie sieht eigentlich Ihre geheime Streichliste aus, damit Sie die Milliarden für die Superreichen einsparen, Herr Merz?“, larsklingbeil zeigt die Lücken im Programm der CDU auf.",Propaganda,1
1368,56620266,1878488987838648323,Die Zeit der kleineren Übel ist vorbei.,Propaganda,1
894,56618683,1879913231919296933,Natürlich auch im Livestream hier auf X auf meinem Kanal!,Non-Propaganda,0
1133,56619227,1886675827137351764,Jetzt ist er wieder Präsident und die Situation ist im Kern die Gleiche!,Propaganda,1
1763,56065471,1892238718473310472,"Schluss mit der Selbstbedienung auf Steuerzahlerkosten, der Staatsapparat braucht eine Schlankheitskur!",Propaganda,1
1987,56621605,1875829199564423209,Geschlossen und stark gehen wir unseren Weg zur Bundestagswahl.,Non-Propaganda,0
1773,56119412,1886747306348744758,Nicht von Trump abhängig machen!,Propaganda,1
1186,56627092,1891614843200815341,Deshalb braucht es eine echte Willkommenskultur.,Propaganda,1
1817,56616927,1890346217390899240,Wenn die Steuerpläne der Parteien nur durch die Mehrwertsteuer gegenfinanziert werden würden: Wie hoch müsste diese Steuer dann sein?,Non-Propaganda,0
268,56123829,1885367225059516892,"Demokraten müssen in der Lage sein, miteinander zu reden.",Non-Propaganda,0
985,56119192,1888671867403436160,Gestern“ gegen „Vorgestern“.,Propaganda,1
1661,56121987,1890318938317189233,"Merz muss jetzt zeigen, ob er wirklich ein Ende der tödlichen Migrationskrise will.",Propaganda,1
1411,56118033,1891852735441494529,Alles auf einen Blick.,Non-Propaganda,0
583,56620276,1886348671177924699,Sie ist vorbereitet.,Non-Propaganda,0
1649,56066020,1884311755003920885,20:15 Uhr live im ZDF.,Non-Propaganda,0
1291,56620721,1888686604161872349,"Daher unterstützen wir die Ukraine mit allen erforderlichen diplomatischen, finanziellen und humanitären Mitteln sowie mit Waffenlieferungen.",Non-Propaganda,0
46,56123625,1892969288111165896,Schlange stehen für OlafScholz in Dortmund.,Non-Propaganda,0
1082,56125039,1879533654592143730,"In unserem Land soll niemand mehr schlecht schlafen, weil das Leben zu teuer geworden ist.",Propaganda,1
1479,56620616,1891206914425688068,"In der Migrationspolitik handeln die Grünen nach dem Prinzip: offene Grenzen, geschlossene Augen.",Propaganda,1
41,56121914,1888700467556782121,Mit den Grünen ist bei der Migration keine Änderung möglich.,Propaganda,1
968,56068192,1878871560091803777,"Der Direktor des Potsdam-Insituts, Edenhofer, beklagt, dass manche das Thema Klimaschutz gänzlich ignorieren.",Propaganda,1
800,56069681,1884336706981126231,"Immer mehr Menschen sagen uns, sie können sich das Leben nicht mehr leisten.",Propaganda,1
501,56617628,1873730797678559522,Zeit für starke Familien: Familien sind das Rückgrat unserer Gesellschaft.,Propaganda,1
